tap_data,time_data
30,1
30,3
30,4
30,5
30,6
30,7
30,9
29,10
30,11
29,12
29,13
30,15
30,16
29,17
29,18
30,19
29,20
32,22
30,23
30,24
30,25
30,27
30,28
30,29
30,30
30,31
29,33
29,34
29,35
30,36
30,37
30,39
30,40
30,41
30,42
30,44
30,45
30,46
30,48
29,49
30,50
29,52
29,53
30,54
30,55
29,56
29,58
30,59
29,60
32,61
30,62
30,63
30,65
30,66
30,67
30,68
30,70
30,71
29,72
29,74
29,75
30,76
30,77
30,78
30,80
30,82
30,83
30,84
30,86
30,87
30,88
30,89
30,90
31,92
30,93
30,94
30,96
30,97
30,98
30,99
29,101
30,102
30,103
32,104
30,105
30,107
30,108
30,109
30,110
30,111
30,113
30,114
30,115
30,117
30,118
29,119
30,120
30,121
30,123
29,124
28,125
30,126
30,127
29,129
29,130
30,131
30,132
30,133
30,135
30,136
30,137
30,138
30,139
30,141
30,142
29,143
30,144
29,145
29,147
29,148
28,149
30,150
30,151
29,152
29,154
30,155
30,157
30,158
30,159
30,160
30,162
30,163
30,164
30,165
30,166
30,167
30,169
30,170
30,171
31,173
30,174
30,175
30,176
30,178
29,179
29,180
30,181
29,183
30,184
29,185
29,187
29,188
30,189
29,191
28,192
29,193
29,195
30,196
30,197
28,199
29,200
29,201
30,202
30,203
28,205
29,207
29,208
30,209
29,210
28,211
29,212
29,214
30,215
30,216
28,222
29,226
29,237
30,240
29,246
28,254
29,259
29,267
30,273
30,279
28,283
29,292
29,295
30,303
29,312
28,316
29,324
29,329
30,336
29,341
28,350
29,353
29,361
30,367
30,373
28,381
29,386
29,394
30,398
30,406
28,410
29,420
29,422
30,431
29,439
31,446
30,451
200,456
273,465
210,472
218,480
208,488
208,492
188,500
97,508
42,512
41,521
30,525
30,533
30,537
30,548
30,553
29,559
30,566
29,573
30,578
31,582
30,592
30,594
31,603
30,607
30,615
33,623
338,627
296,637
274,645
275,652
302,663
303,668
267,676
208,680
67,689
32,697
30,701
30,709
30,713
30,721
29,725
29,734
33,739
30,746
30,750
30,758
30,766
30,771
30,779
30,783
30,791
30,795
111,803
344,812
291,820
267,828
265,832
292,840
244,851
174,859
75,865
40,869
30,877
32,881
30,889
30,894
30,902
30,906
30,914
32,918
30,926
30,934
32,938
30,947
30,951
30,959
29,963
29,971
32,976
251,983
289,992
260,1000
240,1008
211,1012
177,1020
67,1029
30,1033
32,1041
30,1045
30,1056
32,1062
30,1066
30,1073
30,1078
30,1086
30,1090
30,1098
29,1102
30,1110
30,1115
29,1123
29,1131
28,1135
36,1143
98,1149
316,1158
274,1164
237,1172
208,1180
150,1184
58,1192
49,1198
31,1205
30,1213
30,1218
30,1225
30,1229
29,1237
30,1241
29,1250
29,1257
32,1264
30,1270
30,1274
30,1282
30,1287
30,1295
31,1299
30,1307
85,1312
357,1319
277,1328
262,1336
249,1344
205,1352
90,1359
45,1364
30,1371
29,1377
30,1381
29,1391
30,1397
31,1402
30,1409
30,1413
30,1422
30,1426
30,1434
30,1438
29,1448
29,1454
37,1461
30,1467
358,1471
327,1479
296,1487
285,1496
276,1506
240,1512
133,1520
56,1527
30,1532
31,1536
29,1547
30,1549
29,1559
29,1563
29,1569
30,1573
30,1583
30,1589
30,1594
30,1602
30,1606
30,1615
30,1621
30,1628
30,1630
412,1639
348,1648
313,1655
308,1666
280,1674
199,1680
60,1688
30,1692
36,1697
30,1704
30,1712
30,1718
30,1725
30,1729
30,1738
31,1741
30,1750
29,1753
29,1762
29,1767
30,1776
30,1782
32,1788
418,1795
372,1803
328,1811
346,1819
327,1829
272,1835
175,1840
58,1850
30,1856
29,1860
30,1868
29,1875
29,1883
29,1887
29,1893
30,1899
30,1905
30,1909
30,1919
30,1925
30,1930
30,1938
30,1942
30,1950
30,1954
39,1962
408,1971
329,1979
298,1987
273,1991
298,1999
241,2010
140,2016
60,2024
32,2030
30,2036
29,2040
29,2048
30,2053
30,2061
30,2066
30,2073
33,2077
29,2086
30,2093
33,2098
30,2106
30,2110
33,2118
35,2124
345,2130
301,2139
267,2147
250,2155
269,2163
181,2167
62,2178
54,2181
33,2188
30,2196
30,2202
30,2208
30,2212
30,2220
29,2224
29,2233
29,2239
30,2245
30,2253
31,2259
30,2265
150,2270
356,2278
284,2286
268,2294
306,2304
311,2310
302,2315
257,2325
132,2333
57,2339
30,2343
30,2352
31,2357
30,2364
30,2368
30,2376
31,2383
29,2389
30,2397
31,2401
30,2409
30,2413
30,2421
30,2427
30,2433
32,2437
354,2447
319,2454
299,2462
275,2470
293,2478
270,2487
194,2493
90,2499
42,2507
30,2514
39,2521
30,2526
30,2532
30,2536
30,2544
29,2548
29,2556
29,2564
29,2569
29,2577
29,2581
29,2589
29,2596
29,2601
31,2607
347,2614
282,2622
240,2630
237,2638
225,2646
210,2652
144,2659
60,2667
30,2671
36,2679
30,2683
30,2694
32,2695
30,2704
29,2712
29,2716
29,2724
29,2728
28,2737
31,2742
31,2749
30,2753
266,2763
297,2769
267,2777
265,2786
268,2794
298,2799
274,2806
187,2816
60,2823
44,2827
31,2835
29,2839
30,2847
29,2853
29,2859
29,2863
30,2872
32,2880
30,2886
30,2892
30,2899
30,2906
29,2909
30,2917
30,2921
123,2930
327,2937
270,2947
264,2954
290,2958
291,2966
286,2974
239,2982
103,2990
52,2995
38,3005
30,3007
30,3015
31,3021
28,3027
29,3035
29,3041
29,3048
29,3052
28,3061
30,3064
30,3072
30,3076
30,3085
30,3093
58,3097
344,3105
270,3113
268,3121
243,3126
233,3134
138,3142
53,3150
30,3154
32,3162
30,3168
30,3177
30,3179
30,3187
30,3191
30,3199
30,3207
30,3214
33,3220
30,3225
30,3232
30,3236
31,3244
30,3249
377,3257
305,3265
269,3273
294,3281
271,3289
266,3298
183,3302
60,3310
37,3317
31,3322
30,3330
30,3335
32,3343
30,3347
30,3355
30,3362
30,3370
30,3371
30,3379
29,3388
30,3392
36,3400
30,3404
30,3413
331,3416
356,3425
296,3433
310,3441
322,3451
341,3458
292,3466
183,3474
60,3482
33,3486
29,3491
31,3498
30,3502
30,3512
30,3519
30,3525
30,3531
30,3537
30,3543
30,3547
29,3558
33,3560
30,3568
30,3576
77,3582
359,3588
302,3598
292,3605
275,3613
296,3617
266,3628
158,3633
58,3642
32,3646
30,3654
29,3658
30,3666
29,3672
30,3678
28,3687
29,3691
31,3699
30,3704
30,3711
30,3715
30,3724
30,3729
30,3736
32,3740
372,3748
323,3756
280,3767
266,3775
293,3781
281,3789
211,3797
75,3801
35,3810
31,3814
33,3822
30,3828
30,3834
30,3838
30,3846
30,3853
30,3859
30,3867
29,3874
31,3879
30,3883
30,3894
31,3895
30,3904
30,3908
39,3916
345,3924
273,3934
270,3941
265,3945
268,3955
242,3961
144,3969
60,3978
47,3982
31,3988
30,3996
34,4002
30,4007
30,4014
30,4018
30,4027
30,4031
30,4042
30,4043
30,4053
31,4059
30,4063
29,4072
68,4076
313,4084
240,4092
241,4101
240,4108
236,4113
238,4121
159,4129
59,4137
52,4141
30,4150
29,4156
31,4162
30,4166
30,4174
30,4178
30,4186
30,4193
31,4201
30,4207
30,4211
30,4219
30,4223
29,4231
240,4236
269,4246
213,4253
239,4260
244,4268
237,4276
195,4281
86,4289
45,4293
