at20_p9_r,is20_p9_r
46.371662744083416,98.70097135724166
95.5678561817296,170.3004017333765
90.47868117675318,163.05092959550305
68.1562463955131,121.6767757821836
111.24895850697683,134.5516769897915
114.4711772231629,197.56141260223535
111.86103649919218,136.41977827103287
92.56958372433539,189.41410119939113
103.62848884822465,94.31860850237732
106.0840023285948,148.58982248423217
81.90025478602215,190.98856914275558
73.60849048998352,122.36944371450416
92.42069472544964,170.3524883299054
69.60129730429946,182.80564028949524
97.37085781062407,90.57481254462805
68.25651865251622,175.10788492724242
101.31732569280632,104.61641228642341
58.84648185698878,112.44056598888078
116.2733821158655,144.80168838790732
96.19287120192831,136.4352715770916
115.05694640980721,153.71038687874577
97.29471671242646,188.84983216276703
91.42327979632667,212.45386613940838
102.84044661054847,191.37744701542113
101.14633095652991,156.30949759549975
89.90415895930474,136.82186071726846
90.13258412586197,130.79000687906364
84.78512519108304,159.86020944116467
77.48291067258867,62.77218322602765
82.06485377642846,155.87760462381522
69.72658032104451,204.8403455516213
83.91324312113301,243.13328195747707
76.4279429989105,162.47219628916497
76.82582638760664,163.93095251564543
69.38225485389253,189.0257008234133
111.21201737068114,100.16763077177701
70.5513299593809,187.65819983612582
61.23014197449862,204.88259862093582
59.21195162578266,130.25001757842853
71.30550828116932,134.31641500254787
75.59320437358232,183.07481214912215
96.97245174572274,115.82753178144377
85.4988604648664,173.69687980650534
72.21129158883225,171.43792578256407
115.02268390563287,183.50451288944558
113.39889552878726,152.40120460190516
76.91442761778764,248.77669433629382
62.24282503982029,140.41981129210598
100.74008410603153,116.050158862479
108.4340505759385,95.95202273535537
86.66383506412626,166.34582655903048
77.19820163310617,192.39147162457374
89.82809931048124,121.82867076357735
89.2028044786303,168.06324916286843
98.7614982869771,181.7209226099636
98.11622844545332,216.19507967230987
58.368882299413,124.49654352470793
58.03585738381933,116.91389309001512
59.73651120249315,167.3680756660678
85.73815582908637,130.92416888282196
101.45052495810147,151.53931713822234
73.56716421288017,157.59189175674908
74.3801260910453,166.1635632121397
139.87249373139747,153.66691238774004
71.47402855069267,159.0645179966234
87.49866782048403,100.57488743036741
59.985964409574706,185.9787541425968
90.68213411979814,205.80656924791393
84.61312749187078,157.74165041298315
96.24766934948077,127.18022285360732
81.46460735243626,187.96829059650713
68.76534942539209,134.3085703061239
112.03939580094172,166.49448381582982
122.47089833453161,151.62496632418208
75.57007633584976,98.27874282940742
94.2636243374185,191.76221690184937
59.14320903047211,237.38685516677577
107.48283480753688,99.37073588565926
83.44423555540423,126.15223666805844
73.06667580785731,158.90685464989951
65.06322742416796,200.1949608676763
50.63994160797554,172.20200081741126
67.61843055423199,214.00705384080487
135.13725623885975,165.90939068366737
92.28722284241204,120.45502069829587
75.99736475874849,135.7044576599035
60.59711168534136,143.39414550450897
92.39517082444534,73.97219190414438
79.39007931410833,191.507865282515
94.05282682920523,229.1177635851999
67.85725541756516,102.97301112693685
79.19419690632878,183.23101795273925
39.413434415314526,125.20067365395047
117.37656049008828,135.77534390989982
72.45170474328215,113.25551910119852
66.63608319533101,214.55670119968792
90.36000078796218,113.91490269250937
101.66630413575548,201.84589531266545
86.48858186777865,161.3854007529021
