at20_p1_r,is20_p1_r
75.75912344735394,175.43052219735165
84.99010909473722,129.5375149479363
82.386461069114,188.2677393930346
86.78644289421182,133.6704208438297
121.00497388848942,210.56813622789036
87.87342862561437,117.58383339509845
72.19401811906837,104.01606514203667
79.09995073575072,190.1562370387105
86.55007813792412,163.90437181797844
91.86078337692011,141.3155589020956
78.39938543345693,171.92021997091933
78.69934260236596,124.92115432988686
54.46974729098899,162.02810361924054
118.33612898505771,144.5344798426082
84.4392027750086,143.60038665207227
100.64266111837047,64.98610002786054
48.45073061144247,137.53037392123133
87.8751438377187,76.21735391047466
85.8696992601929,156.33076714713968
99.73713885369528,186.28902471142231
102.1150575882729,185.21095306342045
102.51603382966366,143.1628731767042
63.95460678225011,144.94140359223144
100.14205604815467,140.74399921014674
116.43627483868406,236.05629819710578
77.17301751184809,105.32379019845385
78.26732729883378,218.29054268823384
113.80297807159812,111.420428681251
125.50776265963154,135.29913387515364
70.28013035397973,175.8316197125033
109.64718292496411,181.4795019521417
85.88656447503472,161.2434559237189
104.04925677382954,155.31872327206378
137.31877460214983,164.68418740277878
44.974074693154,98.1167616963342
53.060488866863494,168.0049716604704
107.52812888453009,55.762399272369436
98.18354057811301,189.51031758333392
88.72647989550754,157.7230353333116
67.1402136212212,247.72635379395743
101.00252030292137,193.4261310557529
112.15029572711961,200.55499897662756
94.08926285018157,132.85245995948418
82.58140814351859,123.9590959195738
77.77702106217114,116.93585993778319
89.59110101944499,160.02727572769945
52.68259979204649,121.9925205598983
108.31372246547441,170.56783394668005
77.86884586497115,156.23036176366247
132.1702579623614,187.39350565220462
107.23063134127575,203.90837127981666
102.18691145640202,133.19169842419575
91.96395276362054,190.22411929621958
82.38802974103758,134.80471286153468
74.32457409074017,139.51488475110037
84.47944191337449,220.0466824589816
74.32796460117025,202.31156911613317
71.55213453444225,189.81260446436085
100.95668891787592,185.74468920977188
86.62391963879047,169.14025572442364
81.43169865015886,112.2064073551017
66.76347550593776,185.77814070626175
69.9326542611644,109.2965049236546
106.44276440140439,166.9878089427599
89.46969976671205,125.20486778901929
95.47740876432913,189.2478110209931
106.26289941411345,104.02045945276612
90.74906580339693,196.77694308685895
75.8766261177605,67.48415830840747
83.37824601563426,65.85140882257485
114.01721435043581,183.25735369343215
97.83838714550177,106.38349432148286
80.15214551271092,99.50523931155024
98.69038019066646,167.57688764570807
108.60725956548448,212.87516464801192
54.453509279864804,104.96080709108321
65.75085977098956,174.37918678986264
139.65139544541984,157.5289847410296
126.73003865615902,122.0571613089102
79.0560793756765,109.39435308004468
87.81587867113257,246.79463631553295
92.38057432975761,68.84150375023374
110.81063126853203,142.31046573029778
80.53566661010598,223.6550097765965
69.08504864939258,213.31995380781032
55.70180410302505,156.07544838711289
120.53451021894156,207.17451034797784
100.02422294200184,129.27679619593604
108.43088109260295,264.87025134768
105.01293690561933,183.0604468802748
96.25445087839257,164.69985032197707
115.60447394127527,135.18432506851033
88.55752425203788,152.41639085147887
131.6542934935783,184.6795420432207
78.66042138153131,146.4089802164884
79.8968796715544,98.86617501284604
72.40512211930184,198.21402613725826
64.7043073193845,117.60028367115218
75.2225518523795,79.15749831195792
97.39132576160266,160.530588573377
86.84256558625533,146.48078958479582
107.65467205603915,131.11927756953267
77.52665591692936,109.5600046132362
