at20_p10_r,is20_p10_r
72.38876449196269,75.17141339431913
73.66544392514908,121.1645885817124
88.99883114403195,196.32167767263587
73.86313422409445,164.70844433377442
72.44934754648247,158.91177857465857
65.01023743943071,133.42821461318988
98.87099327901649,171.00781180124307
64.2209084702907,252.06821006465947
98.3776181943383,194.40736368021467
98.23199478390316,138.96281778650925
72.30108687005183,222.99314161867954
60.35274409023506,168.61915444185283
84.02944452221422,131.5748089034422
100.53886779971495,199.0996976909299
59.40619608140465,140.61222317606325
74.40902303505794,149.65361148630095
82.24650311401297,168.06706569447744
71.36768060586039,219.55348564648037
73.21064788426818,45.18766999713432
97.25010076712424,131.64813683227194
110.15576232862266,248.16076158808724
115.89310459365251,178.84731983830488
93.99396081524206,111.88274523748481
79.40664018171938,119.01993518362949
75.89862032009431,223.94243915591437
75.53900567934085,106.16527836371239
117.34324809261562,175.05082846519161
74.76679338771817,131.6439039313386
81.8408093494592,102.52724375677491
104.4394152315009,194.65557942572386
80.44272816485649,186.79111215402918
61.34641124964985,93.06292169555273
66.44994180562145,142.22809064461475
75.53680890703548,219.84363788746032
68.04548601425267,133.08480584433443
117.11011808250201,138.381158156363
51.73615124615887,165.31590101187925
105.38337885209972,185.61801717975908
112.30639088183632,244.94762553949818
63.12540540896681,138.8529975373777
103.14604315894378,174.66442164271723
93.33596802435733,126.82124378599451
60.69607944596025,101.92227438982715
39.71992902584783,159.90854237692002
69.71774030862171,121.84410995510447
69.1268983686393,110.48266371414212
94.28291094285656,114.13127369039131
136.71327415949625,133.44312992157347
73.30883351445601,180.2747123481778
84.694004524202,160.5921208025518
106.88799917167319,122.8081182425152
106.71473434328306,113.89492752894543
65.88321658072863,81.98332967992684
85.51500507699608,153.52323928199112
74.23603748961392,202.8919343679677
43.246069021924846,138.35921588403227
145.9974598621233,215.1904282082127
91.01714199797797,233.2364978407015
121.45104377193086,146.98825125769426
74.35481799423965,104.62800295960292
103.45065188597373,114.19327683524295
112.35825418399138,188.2880527778983
94.78511734508831,95.28545350046566
119.87252694670003,132.9065657364525
137.36835105023914,141.08024287020933
89.70859790625066,279.6089786537139
57.24034758551839,185.92679101699866
59.7485923475728,168.66403078583093
107.5691344423951,138.62065984359873
91.31748703857572,123.21561720771362
61.397217581798174,193.4088425245692
101.36773419547154,198.16557974651244
45.23665358186303,101.78371416499769
85.9409601985482,119.31626737650765
81.25937372826188,119.53854959744552
130.86794454517928,223.6096872907496
89.76365975775876,46.92719981035117
107.39705962341762,142.59685189188238
105.40089620938865,178.61627778790532
109.75860612942623,100.66056796052098
88.76267233855326,132.78316459011438
86.53169914586331,159.17228143030502
67.28902372498926,157.4873640873565
71.42652917033882,240.14590977754946
89.78800315343852,131.92089707657755
78.6310580053531,108.25735954872664
82.32453276394949,187.94328690508536
82.19196514921857,83.11931795800221
