at20_p8_r,is20_p8_r
118.68060750526482,104.1145690490196
106.69086222265344,161.25163965215944
107.83621721642635,96.32387401662922
107.88154080600961,192.68684361341536
121.11386955119833,187.93432117620645
76.21093569483604,175.81327669510753
101.26716140747459,95.76340904717523
90.00622701429465,212.9461729578141
93.585049878578,159.4392314624931
76.22672025998966,147.99190403110777
74.26747284856062,90.09434565211701
99.9531586437106,179.8015326805317
75.72237710726006,137.57681090621884
84.66758534793608,112.23827199514174
104.05907380677704,164.61748680680594
98.28757710715016,84.87987501350939
94.22883187265408,196.75548529979474
98.40407792928491,183.68401051532015
121.87598848892256,13.845777621791427
109.02241205307439,119.61862657371805
94.02605185510262,208.0833675513639
108.13196492159443,120.49529929458151
66.7899457449373,127.99884198915363
82.15793704331476,174.54664747359163
106.00158146133268,182.60321852509668
42.20345172916988,122.12782891774819
100.60314040019321,210.11807443372726
79.74928885964283,130.22440579085279
107.64859660481036,170.465530038618
105.36429015432539,166.26265375073723
98.11922351949545,171.4330750196029
84.3155315189241,140.42898062734503
89.17884114963084,110.53887110231368
77.65543030737543,146.70492906349827
31.420376394588125,109.41984782197937
98.56118883228268,157.2934799973359
61.771021828745205,180.5726229777062
90.97163931504328,132.20371019262618
88.69680873983326,69.11475120661137
69.37239190413439,178.24290308947127
73.65300649381561,86.59440498868788
99.9799497079729,96.88077831787582
66.03621013987363,188.62135549067787
66.55229097731629,155.2813714384119
87.81156579442482,209.2978589010652
85.04506820592393,173.96561174389907
79.85269938893009,188.37688195684612
85.88194451269113,170.08944433269338
75.26652915496105,144.76270829689565
106.10145546544251,186.5804902091516
67.99075051243742,143.05062728907907
102.13697945616933,106.6533418226988
81.50000629212599,149.70843597793902
89.1320582083474,196.13885263734656
110.15507551463888,102.6879438968061
79.39166189518221,232.58363428259005
54.645732083490884,111.56630814019343
78.9882982889646,214.57868755255745
61.841646244168444,197.58255359198807
85.38350456134222,141.46460456101372
89.3278419222483,176.40427973932543
97.04157605682181,161.60318169907913
73.85392817818563,152.87908311779438
103.05341048735258,167.56693495246128
103.19549939287441,133.99722105659885
84.95789729108016,157.06047864004304
80.2400572023343,226.46704089649705
108.82144392122892,136.30937162680598
84.31460381242795,136.24623108178807
88.51846967206983,110.47220325631109
118.54297242604208,177.68840092129233
77.10780975480007,136.32377420996
91.15699524116265,162.5871154094671
68.6698319906347,109.56409449456189
108.41510865775666,171.457253151528
86.48445738152896,176.2575539116757
69.6627738070709,145.9669668523739
79.2795605007208,99.61409678254745
81.71182141656854,153.04344505211193
78.98467101573239,195.34787953606138
113.53505782381322,106.21702651397818
99.7210379806416,88.13999205884207
88.88922107013731,120.32400559365966
86.5065713277653,202.14436122982505
112.06955584242553,174.45574961372745
104.86136396478815,177.76109148320245
58.46752325449164,168.50173112838087
89.27343555224432,55.39413185081685
67.80246527657624,211.33963581819265
74.57609441242107,134.60395948299302
101.7593435889027,141.72345078362667
53.76856137402668,148.35395459795305
106.54154540165324,195.57751820071744
71.29517983555183,166.89178244611367
