mid_min,mid_max,mid_mean,mid_median,mid_mode,mid_stdev,mid_variance,mid_pstdev,mid_pvariance,mid_quantiles
62,269,125.2280701754386,125.0,126,26.521667577851815,703.3988511100761,26.40508825490764,697.2286857494614,"[111.0, 125.0, 132.25]"
54,271,127.52554744525547,125.0,121,24.677949281986063,609.0011807642766,24.58771881796086,604.5559166711066,"[115.0, 125.0, 138.0]"
63,254,122.53333333333333,123.0,111,21.234600947626063,450.9082774049217,21.16370057958254,447.90222222222224,"[111.0, 123.0, 130.5]"
106,182,145.38333333333333,143.5,141,15.769976438243182,248.6921568627451,15.70413073755508,246.6197222222222,"[136.0, 143.5, 158.0]"
98,301,153.06140350877192,150.0,153,21.892450344434433,479.2793820835274,21.796219327615777,475.07517697753156,"[142.75, 150.0, 158.25]"
63,252,121.40944881889764,118.0,116,18.050350359660243,325.8151481064867,17.979145544195056,323.249674499349,"[114.0, 118.0, 129.0]"
45,582,123.47967479674797,117.0,122,49.62636620632419,2462.7762228441957,49.42422130824889,2442.7536519267633,"[105.0, 117.0, 129.0]"
64,340,125.58878504672897,121.0,118,28.902880078148783,835.3764768118498,28.767502846427522,827.5692200192157,"[114.0, 121.0, 132.0]"
66,216,125.74590163934427,127.0,133,21.13888019247704,446.85225579189813,21.052067176022593,443.1895323837678,"[116.0, 127.0, 134.0]"
