tap_data,time_data
30,0
30,2
30,3
30,4
30,6
30,7
30,8
30,9
30,10
30,11
30,13
30,14
31,15
29,17
29,18
29,19
30,20
30,21
31,23
30,24
30,25
30,26
30,27
30,28
30,30
30,31
30,32
30,33
30,34
30,35
29,36
30,38
30,39
29,40
29,41
30,42
29,43
29,44
29,46
29,47
30,48
30,49
30,50
29,51
29,53
30,54
29,55
29,56
30,58
29,59
29,60
30,61
31,62
30,63
30,65
30,66
30,67
30,68
30,69
30,70
30,71
29,73
30,74
30,75
30,76
30,77
30,78
30,79
30,81
30,82
30,83
30,84
30,85
30,87
28,88
30,89
29,90
29,91
29,92
30,94
30,95
30,96
30,97
30,98
31,103
30,105
30,113
30,122
29,126
30,134
30,138
30,146
30,153
30,159
30,163
30,171
30,175
30,183
30,191
30,195
30,204
30,209
30,216
29,220
30,231
29,232
30,243
29,249
28,253
30,261
30,265
30,273
29,280
30,285
29,289
30,298
30,306
29,310
30,318
29,324
30,330
30,337
29,343
30,349
29,355
30,359
30,368
29,376
30,380
29,388
30,393
30,400
29,404
30,412
31,416
30,425
30,433
30,440
30,445
30,450
30,457
30,463
30,470
30,474
30,483
30,486
10000,539
8084,580
70,593
43,597
30,605
30,610
34,617
30,621
30,631
30,638
30,644
30,650
31,657
40,662
10000,713
4631,733
32,752
30,756
35,761
30,771
30,773
30,782
30,785
30,793
30,797
30,806
30,814
36,818
35,826
10000,869
5381,910
32,916
33,920
30,930
30,933
32,941
30,949
30,956
30,961
30,965
30,976
302,978
10000,1027
4928,1063
30,1072
30,1076
34,1080
30,1088
30,1095
31,1101
29,1109
30,1115
30,1121
30,1126
30,1133
35,1140
31,1147
10000,1194
3333,1220
31,1228
30,1232
31,1240
30,1244
30,1252
35,1256
30,1266
30,1273
31,1279
32,1285
30,1289
542,1299
10000,1348
2490,1369
29,1379
32,1383
30,1387
30,1395
30,1399
30,1408
30,1416
31,1420
30,1428
29,1435
29,1440
35,1445
10000,1500
3729,1525
30,1531
30,1536
39,1543
30,1547
30,1555
32,1559
30,1567
30,1572
29,1581
29,1584
88,1592
